,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,date
1907,"Ampereus 6 Inch Chimney Exhaust Pipe With Free Cowl Cover (Flexible Aluminium Duct Pipe Upto 10 Feet) , Silver",appliances,All Appliances,https://m.media-amazon.com/images/I/71B18uGgeDL._AC_UL320_.jpg,https://www.amazon.in/AMPEREUS-Chimney-Exhaust-Cover-Silver/dp/B07F2HT6RK/ref=sr_1_1908?qid=1679135702&s=appliances&sr=1-1908,3.6,"1,072",₹849,"₹1,990",4/5/2023
1908,Prestige Electric Air Fryer PAF 6.0,appliances,All Appliances,https://m.media-amazon.com/images/I/51oZyDpMGTL._AC_UL320_.jpg,https://www.amazon.in/Prestige-PAF-6-0-1200-Watt-Fryer/dp/B07JZJZQL3/ref=sr_1_1909?qid=1679135702&s=appliances&sr=1-1909,4.1,"1,046","₹3,399","₹5,600",4/6/2023
1909,"Amazon Brand - Umi. Front Load Washing Machine Cover Suitable for LG 5.5 kg, 6 kg, 6.5 kg (50X63X81 CMS, Grey)",appliances,All Appliances,https://m.media-amazon.com/images/I/61HaIrV-R9L._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Washing-Suitable-50X63X81/dp/B09XN1VKH4/ref=sr_1_1910?qid=1679135702&s=appliances&sr=1-1910,3.7,153,₹379,₹900,4/7/2023
1910,Aerobie AeroPress Coffee Maker with Tote Storage Bag-parent,appliances,All Appliances,https://m.media-amazon.com/images/I/51S8v4o6nOL._AC_UL320_.jpg,https://www.amazon.in/AeroPress-Replacement-Filters-350-pk/dp/B000LTOCSG/ref=sr_1_1911?qid=1679135702&s=appliances&sr=1-1911,4.6,149,,₹470,4/8/2023
1911,MI Water Purifier Filter PAC,appliances,All Appliances,https://m.media-amazon.com/images/I/611HFdL3ztL._AC_UL320_.jpg,https://www.amazon.in/MI-Water-Purifier-Filter-PAC/dp/B08CBQTSYN/ref=sr_1_1912?qid=1679135702&s=appliances&sr=1-1912,4,102,"₹1,424","₹1,499",4/9/2023
1912,"JTRF Mini Handheld Vacuum,Powerful Suction,Hand Vacuum Cleaner Portable Rechargeable with 2 Washable Filter, USB Vacuum fo...",appliances,All Appliances,https://m.media-amazon.com/images/I/61BND1jK86L._AC_UL320_.jpg,https://www.amazon.in/Handheld-Powerful-Portable-Rechargeable-JTRF/dp/B09D3NCFVW/ref=sr_1_1913_mod_primary_new?qid=1679135702&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1913,3.3,45,₹698,"₹1,299",4/10/2023
1913,"Kmils Washing Machine Stand, Washing Machine Feet Pads & Shock Absorber, Anti-Vibration Pad for Washing Machine, Noise Can...",appliances,All Appliances,https://m.media-amazon.com/images/I/51yQV-s9A9L._AC_UL320_.jpg,https://www.amazon.in/Kmils-Absorber-Anti-Vibration-Cancellation-Furniture/dp/B09J2SDP1M/ref=sr_1_1914?qid=1679135702&s=appliances&sr=1-1914,3.6,32,₹199,₹600,4/11/2023
1914,Kent Ro Spares: Inline Sediment Filter 10 inch & Pre Carbon Filter Set 8 inch,appliances,All Appliances,https://m.media-amazon.com/images/I/61cHFepuCbL._AC_UL320_.jpg,https://www.amazon.in/Kent-Ro-Spares-Original-Sediment/dp/B01DY8BZ4O/ref=sr_1_1915?qid=1679135702&s=appliances&sr=1-1915,3.9,308,₹902,"₹1,100",4/12/2023
1915,"Moonstruck Cool life 750 WATT electric sandwich maker Grill, Toaster  (Black)",appliances,All Appliances,https://m.media-amazon.com/images/I/81OPj4bTDKL._AC_UL320_.jpg,https://www.amazon.in/Moonstruck-electric-sandwich-Toaster-Black/dp/B0BRNDKSXJ/ref=sr_1_1916?qid=1679135702&s=appliances&sr=1-1916,5,6,₹999,"₹1,999",4/13/2023
1916,"Panasonic SR-WA10H(E) 1 Liter Rice Cooker, White",appliances,All Appliances,https://m.media-amazon.com/images/I/51lokPGMruL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-SR-WA10H-450-Watt-Automatic-Cooker/dp/B00A328F3Y/ref=sr_1_1917?qid=1679135702&s=appliances&sr=1-1917,4.1,"1,594","₹2,264","₹3,195",4/14/2023
1917,Ozean Plastic Protection RO Cover suitable for Aquaguard Reviva and Dolphin model,appliances,All Appliances,https://m.media-amazon.com/images/I/71iidpG6S-L._AC_UL320_.jpg,https://www.amazon.in/Genuine-Plastic-Protection-Aquaguard-Naptune/dp/B07GDLYBXZ/ref=sr_1_1918?qid=1679135702&s=appliances&sr=1-1918,4.1,489,₹199,₹499,4/15/2023
1918,Havells Nicola 1400mm High Performance at Low Voltage (HPLV) Ceiling Fan (Bronze Copper),appliances,All Appliances,https://m.media-amazon.com/images/I/71LgXpvlytL._AC_UL320_.jpg,https://www.amazon.in/Havells-Nicola-1400mm-Bronze-Copper/dp/B073S5HBSX/ref=sr_1_1919?qid=1679135702&s=appliances&sr=1-1919,4.1,"2,338","₹3,998","₹6,180",4/16/2023
1919,Oriley 2113 Ultrasonic Cool Mist Humidifier Manual Air Purifier for Home Office Adults and Baby Bedroom (1 Year Warranty)...,appliances,All Appliances,https://m.media-amazon.com/images/I/51lIRoivwbL._AC_UL320_.jpg,https://www.amazon.in/Oriley-Ultrasonic-Humidifier-Purifier-Bedroom/dp/B09J8K4JNG/ref=sr_1_1920?qid=1679135702&s=appliances&sr=1-1920,3.9,32,"₹2,960","₹3,289",4/17/2023
1920,"NAKSHATRAZ Multi purpose SPRAY BOTTLE, Sanitizer Spray Bottle, Water Spray Bottle for Home and Garden Bottle - 500ml PACK 2",appliances,All Appliances,https://m.media-amazon.com/images/I/51X6rUPQqCL._AC_UL320_.jpg,https://www.amazon.in/Premium-Quality-purpose-BOTTLE-Sanitizer/dp/B09DDGDCTG/ref=sr_1_1921?qid=1679135704&s=appliances&sr=1-1921,3.9,6,₹129,₹399,4/18/2023
1921,Aparna Apsara 1200 mm (48 inch) High Speed Ceiling Fan (Metallic Brown),appliances,All Appliances,https://m.media-amazon.com/images/I/41dveBJii3L._AC_UL320_.jpg,https://www.amazon.in/Aparna-Apsara-1200-48-Metallic/dp/B0BSQ9395D/ref=sr_1_1922?qid=1679135704&s=appliances&sr=1-1922,4.9,20,"₹1,299","₹2,199",4/19/2023
1922,Skytone 800-Watt Hand Mixer Beater Blender Electric Cream Maker for Cakes with Base 5 Speed Control | 2 Stainless Steel Be...,appliances,All Appliances,https://m.media-amazon.com/images/I/71szJEGI2EL._AC_UL320_.jpg,https://www.amazon.in/Skytone-800-Watt-Blender-Electric-Stainless/dp/B08R21QRM1/ref=sr_1_1923?qid=1679135704&s=appliances&sr=1-1923,4.1,"1,362","₹1,399","₹2,999",4/20/2023
1923,"Lloyd 2.0 Ton 5 Star Inverter Split Ac (5 In 1 Convertible, Copper, Anti-Viral + Pm 2.5 Filter, 2023 Model, White With Gol...",appliances,All Appliances,https://m.media-amazon.com/images/I/318Bff9KCBL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Inverter-Convertible-Anti-Viral-GLS24I5FWGEV/dp/B0BRKWQSGL/ref=sr_1_1924?qid=1679135704&s=appliances&sr=1-1924,4,49,"₹52,090","₹85,990",4/21/2023
1924,"Luminous Zolt 1100 Pure Sine Wave 900VA/12V Inverter for Home, Office & Shops",appliances,All Appliances,https://m.media-amazon.com/images/I/61uwC5XxbaL._AC_UL320_.jpg,https://www.amazon.in/Luminous-Zolt-1100-Inverter-Sine/dp/B07J6PYZWF/ref=sr_1_1925?qid=1679135704&s=appliances&sr=1-1925,4.1,"2,423","₹6,499","₹10,000",4/22/2023
1925,"Bonsenkitchen Electric Milk Frother Handheld Drink Mixer, Milk Foam Maker for Bulletproof Coffee, Matcha,Coffee Frother, (...",appliances,All Appliances,https://m.media-amazon.com/images/I/71X09RZIYMS._AC_UL320_.jpg,https://www.amazon.in/Bonsenkitchen-Electric-Frother-Handheld-Bulletproof/dp/B0BHYBVG5W/ref=sr_1_1926?qid=1679135704&s=appliances&sr=1-1926,4.6,"4,000",₹239,"₹1,299",4/23/2023
1926,Original FY1410 + FY1413 (HEPA and CARBON) Black & White Filter Set Compatible For Philips Air Purifier Model AC1215 & AC1217,appliances,All Appliances,https://m.media-amazon.com/images/I/71D0Hg1kdqL._AC_UL320_.jpg,https://www.amazon.in/Original-FY1410-FY1413-Compatible-Purifier/dp/B0BDZPB14W/ref=sr_1_1927?qid=1679135704&s=appliances&sr=1-1927,4.3,39,"₹3,565","₹4,390",4/24/2023
1927,Absorbia Moisture Absorber| Absorbia Hanging Pouch - Season Pack of 6 (440 gms X 6 Pouches) | Absorption Capacity 1000ml E...,appliances,All Appliances,https://m.media-amazon.com/images/I/71vCelxpyYL._AC_UL320_.jpg,https://www.amazon.in/ABSORBIA-Hanging-Pouch-Season-pack/dp/B071R214P9/ref=sr_1_1928?qid=1679135704&s=appliances&sr=1-1928,4.4,354,"₹1,150","₹1,314",4/25/2023
1928,"Bajaj Tempesta 80 W, 4 Speed Levels with Remote Control Tower Fan (Brown ), medium (251259)",appliances,All Appliances,https://m.media-amazon.com/images/I/51VMA2FII0L._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Tempesta-Levels-Control-251259/dp/B08VJGBRRN/ref=sr_1_1929?qid=1679135704&s=appliances&sr=1-1929,3.5,201,"₹9,480","₹17,215",4/26/2023
1929,"Kuber Industries Fruit Printed Water/Dust Proof PVC Mixer Grinder, Table Top Wet Grinder Cover (Multicolour)-HS43KUBMART25699",appliances,All Appliances,https://m.media-amazon.com/images/I/81+RW5odJdL._AC_UL320_.jpg,https://www.amazon.in/Kuber-Industries-Multicolour-HS43KUBMART25699-Standard/dp/B09GVNR3RX/ref=sr_1_1930?qid=1679135704&s=appliances&sr=1-1930,4.1,222,₹183,₹199,4/27/2023
1930,Usha Anand Straight Stitch Composite Sewing Machine (Black),appliances,All Appliances,https://m.media-amazon.com/images/I/4158J28o02L._AC_UL320_.jpg,https://www.amazon.in/Usha-Straight-Stitch-Composite-Machine/dp/B01B7ZQR2Q/ref=sr_1_1931?qid=1679135704&s=appliances&sr=1-1931,3.7,302,"₹4,983","₹5,700",4/28/2023
1931,"JPT 8 Meter Pressure Washer Heavy Duty Hose Pipe for JPT, StarQ Vantro Aimex with M22 Adaptor",appliances,All Appliances,https://m.media-amazon.com/images/I/81yWEjCWMZL._AC_UL320_.jpg,https://www.amazon.in/JPT-4-Inch-Pressure-Washer-ResQTech/dp/B083M59YTC/ref=sr_1_1932?qid=1679135704&s=appliances&sr=1-1932,3.3,68,₹998,"₹4,499",4/29/2023
1932,"Havells Vitonica 500W Juicer Mixer Grinder with 3 Stainless Steel Jar, Large Size Pulp Container,Foldable Juicing Spout, 2...",appliances,All Appliances,https://m.media-amazon.com/images/I/710qWSSMEsL._AC_UL320_.jpg,https://www.amazon.in/Havells-Vitonica-Grinder-Stainless-Jar/dp/B0872G7DT4/ref=sr_1_1933?qid=1679135704&s=appliances&sr=1-1933,4,941,"₹3,899","₹5,995",4/30/2023
1933,Philips GC1010 1200-Watt Comfort Steam Spray Iron,appliances,All Appliances,https://m.media-amazon.com/images/I/71I77aZ4GOL._AC_UL320_.jpg,https://www.amazon.in/Philips-GC1010-1200-Watt-Comfort-Steam/dp/B0000DHL9I/ref=sr_1_1934?qid=1679135704&s=appliances&sr=1-1934,4.2,"5,601","₹1,345","₹1,695",5/1/2023
1934,"Inalsa INOX 1000 1000W Food Processor with Blender Jar,304 Grade SS Dry Grinding,Chutney Jar,12 Accessories,Centrifugal & ...",appliances,All Appliances,https://m.media-amazon.com/images/I/614DfpKYTQL._AC_UL320_.jpg,https://www.amazon.in/Inalsa-1000-Watt-Processor-Black-Silver/dp/B079YQJJ18/ref=sr_1_1935?qid=1679135704&s=appliances&sr=1-1935,3.8,"2,154","₹8,661","₹10,995",5/2/2023
1935,"Alibasics Lint Roller for Clothes - Portable Lint Remover for Pet Hair, Sofa, Bedsheet, Fur & Woolen Fabric with Cover, 2 ...",appliances,All Appliances,https://m.media-amazon.com/images/I/71Kz3+XtJyL._AC_UL320_.jpg,https://www.amazon.in/Alibasics-Lint-Remover-Roller/dp/B093CQVSKY/ref=sr_1_1936?qid=1679135704&s=appliances&sr=1-1936,4.3,255,₹599,₹899,5/3/2023
1936,"Samsung 1.5 Ton 5 Star Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Fil...",appliances,All Appliances,https://m.media-amazon.com/images/I/71orowaO-xL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Technology-Convertible-Anti-bacterial-AR18CYNAMWK/dp/B0BRQCKLKR/ref=sr_1_1937?qid=1679135704&s=appliances&sr=1-1937,4.1,212,"₹46,499","₹73,990",5/4/2023
1937,"Vandelay Electric Kettle (1.7L) - Double Wall, Cool Touch Kettle with Dry-Boil Protection (Black)",appliances,All Appliances,https://m.media-amazon.com/images/I/61lL3tR9RoL._AC_UL320_.jpg,https://www.amazon.in/Vandelay-Electric-Kettle-1-7L-Protection/dp/B0BJVQL7VS/ref=sr_1_1938?qid=1679135704&s=appliances&sr=1-1938,4,176,"₹1,199","₹3,999",5/5/2023
1938,"AmazonBasics 142L Direct-Cool Single Door Chest Freezer (2022, Convertible, White)",appliances,All Appliances,https://m.media-amazon.com/images/I/41Y8aVsN-HL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-Direct-Cool-Single-Chest-Freezer/dp/B09RK1BVVX/ref=sr_1_1939?qid=1679135704&s=appliances&sr=1-1939,3.9,38,"₹16,490","₹19,999",5/6/2023
1939,Air O Matic Room Air Purifier and Humidifier Revitalizer (Green),appliances,All Appliances,https://m.media-amazon.com/images/I/61Bwe9Lq+KL._AC_UL320_.jpg,https://www.amazon.in/Air-Matic-Purifier-Humidifier-Revitalizer/dp/B08NY9MJLC/ref=sr_1_1940?qid=1679135704&s=appliances&sr=1-1940,3.6,74,"₹1,279","₹1,399",5/7/2023
1940,"V-Guard VND400 Voltage Stabilizer for 1.5 Ton AC (150V-285V), Grey",appliances,All Appliances,https://m.media-amazon.com/images/I/61JJhSgAQGL._AC_UL320_.jpg,https://www.amazon.in/V-Guard-VND400-Voltage-Stabilizer-150V-290V/dp/B0095F6442/ref=sr_1_1941?qid=1679135704&s=appliances&sr=1-1941,4.1,578,"₹2,940","₹4,300",5/8/2023
1941,Wipro Vesta 1.2 l Outer Lid Multicooker Kettle | Concurrent Cooking |Cool Touch body | Dual Temperature Control |Triple Pr...,appliances,All Appliances,https://m.media-amazon.com/images/I/41bmt4Hf7HL._AC_UL320_.jpg,https://www.amazon.in/Wipro-multicooker-Concurrent-Temperature-Protection/dp/B0B4K6645D/ref=sr_1_1942?qid=1679135704&s=appliances&sr=1-1942,3.7,130,"₹2,199","₹3,499",5/9/2023
1942,Bosch Aquatak 130 1700-Watt High Pressure Washer (Green),appliances,All Appliances,https://m.media-amazon.com/images/I/71b7UbPX72L._AC_UL320_.jpg,https://www.amazon.in/Bosch-Aquatak-130-1700-Watt-Pressure/dp/B07BLBD9DT/ref=sr_1_1943?qid=1679135704&s=appliances&sr=1-1943,4.1,"1,435","₹13,799","₹20,999",5/10/2023
1943,"Whirlpool 7 Kg 5 Star Royal Plus Fully-Automatic Top Loading Washing Machine (WHITEMAGIC ROYAL PLUS 7.0, Grey, Hard Water ...",appliances,All Appliances,https://m.media-amazon.com/images/I/71lzebmm77L._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Fully-Automatic-ROYAL-PLUS-7-0/dp/B082FJMJNN/ref=sr_1_1944?qid=1679135704&s=appliances&sr=1-1944,4.3,"3,596","₹16,990","₹18,150",5/11/2023
1944,Bosch Aquatak 130 1700-Watt High Pressure Washer (Green),appliances,All Appliances,https://m.media-amazon.com/images/I/71b7UbPX72L._AC_UL320_.jpg,https://www.amazon.in/Bosch-Aquatak-130-1700-Watt-Pressure/dp/B07BLBD9DT/ref=sr_1_1945?qid=1679135705&s=appliances&sr=1-1945,4.1,"1,435","₹13,799","₹20,999",5/12/2023
1945,"Whirlpool 7 Kg 5 Star Royal Plus Fully-Automatic Top Loading Washing Machine (WHITEMAGIC ROYAL PLUS 7.0, Grey, Hard Water ...",appliances,All Appliances,https://m.media-amazon.com/images/I/71lzebmm77L._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Fully-Automatic-ROYAL-PLUS-7-0/dp/B082FJMJNN/ref=sr_1_1946?qid=1679135705&s=appliances&sr=1-1946,4.3,"3,596","₹16,990","₹18,150",5/13/2023
1946,COOKWELL Multipurpose Mixer Grinder Jar with 4 Changeable Blades,appliances,All Appliances,https://m.media-amazon.com/images/I/41dvNCJVLTL._AC_UL320_.jpg,https://www.amazon.in/COOKWELL-Multipurpose-Grinder-Changeable-Blades/dp/B08GXVMRL3/ref=sr_1_1947?qid=1679135705&s=appliances&sr=1-1947,3.7,724,₹599,"₹1,500",5/14/2023
1947,"Nexqua Tds Meter/Pen Type With Digital Lcd For Ro Water Filter Tester And Measuring With Carry Case (Tds Meter) , White, W...",appliances,All Appliances,https://m.media-amazon.com/images/I/71l2sLSnd1L._AC_UL320_.jpg,https://www.amazon.in/Meter-Testing-Digital-LCD-Measuring/dp/B07YDTLZFD/ref=sr_1_1948?qid=1679135705&s=appliances&sr=1-1948,4.1,941,₹349,"₹1,999",5/15/2023
1948,Philips HD9303/02 1.2-Litre Electric Kettle (Multicolor),appliances,All Appliances,https://m.media-amazon.com/images/I/71OnLfZ2BkL._AC_UL320_.jpg,https://www.amazon.in/Philips-HD9303-02-1-2-Litre-Multicolor/dp/B00TI8DVD8/ref=sr_1_1949?qid=1679135705&s=appliances&sr=1-1949,4.4,"2,316","₹2,299","₹2,395",5/16/2023
1949,Philips GC026 Electric Lint Removers/Clothes Shavers/Lint Shavers/Fabric Shavers,appliances,All Appliances,https://m.media-amazon.com/images/I/61XLAgI+niL._AC_UL320_.jpg,https://www.amazon.in/Philips-GC026-Electric-Removers-Clothes/dp/B00E3862DE/ref=sr_1_1950?qid=1679135705&s=appliances&sr=1-1950,4.3,"95,193",,"₹1,695",5/17/2023
1950,Kotak Sales Travel Electric Portable Foldable 600ML Kettle Collapsible Silicon 220V 50Hz for Tea Coffee Hot Water (MultiCo...,appliances,All Appliances,https://m.media-amazon.com/images/I/411w55JlIRL._AC_UL320_.jpg,https://www.amazon.in/Kotak-Sales-Travel-Electric-Collapsible/dp/B08LNCSQJT/ref=sr_1_1951?qid=1679135705&s=appliances&sr=1-1951,4,392,₹509,₹999,5/18/2023
1951,Usha Mist Air ICY with Remote 400MM 50- Watt Pedestal Fan (White),appliances,All Appliances,https://m.media-amazon.com/images/I/510kCgOZ+AL._AC_UL320_.jpg,https://www.amazon.in/Usha-Mist-Air-Remote-Pedestal/dp/B07Z127DFB/ref=sr_1_1952_mod_primary_new?qid=1679135705&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1952,4.2,"9,487","₹4,298","₹4,740",5/19/2023
1952,"Factcore Kitchen Combo Fridge Top Cover, Oven Cover 1 Piece,2 Piece Fridge Handle Cover, 3 Pcs Fridge Mats (Black Classi...",appliances,All Appliances,https://m.media-amazon.com/images/I/91MBgZqvMdL._AC_UL320_.jpg,https://www.amazon.in/Factcore-Kitchen-Fridge-Handle-Classic/dp/B09GN71143/ref=sr_1_1953?qid=1679135705&s=appliances&sr=1-1953,3.8,793,₹299,"₹1,499",5/20/2023
1953,"LG 688 L Frost Free Smart Inverter Side-by-Side Refrigerator (GC-B257KQDV, Dark Graphite Steel | Multi Digital Sensors and...",appliances,All Appliances,https://m.media-amazon.com/images/I/81EtiF0kHbL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Refrigerator-GC-B257KQDV-Graphite/dp/B0B2MZNV7R/ref=sr_1_1954?qid=1679135705&s=appliances&sr=1-1954,4.1,212,"₹77,990","₹1,20,699",5/21/2023
1954,"SEER®Ceiling Fan Switch 7 Step Type Fan Regulator use in household, offices, shops, restaurants, hospitals and more (Whit...",appliances,All Appliances,https://m.media-amazon.com/images/I/41IuU4PL9DL._AC_UL320_.jpg,https://www.amazon.in/SEER%C2%AECeiling-Step-Regulator-household-restaurants/dp/B0BS6SRCVP/ref=sr_1_1955?qid=1679135705&s=appliances&sr=1-1955,5,5,₹185,₹299,5/22/2023
1955,"Brayden Fito Squash Rechargeable Blender | Smoothie, Milk Shake, Protien Shake and Fresh Juice | Portable Shaker | Handy T...",appliances,All Appliances,https://m.media-amazon.com/images/I/51kHziiypjL._AC_UL320_.jpg,https://www.amazon.in/Brayden-Fito-Squash-Rechargeable-Smoothie/dp/B0BQBZDB82/ref=sr_1_1956?qid=1679135705&s=appliances&sr=1-1956,3.9,426,"₹1,499","₹2,099",5/23/2023
1956,"DMR Portable Semi Automatic Top-Loading Mini Washing Machine 3 kg -With Dryer Basket (DMR 30-1208 (W2Yr), Blk)",appliances,All Appliances,https://m.media-amazon.com/images/I/61XF5bqX9-L._AC_UL320_.jpg,https://www.amazon.in/DMR-Top-Loading-30-1208-W2Yr-Blk/dp/B09B5DRJQY/ref=sr_1_1957?qid=1679135705&s=appliances&sr=1-1957,3.8,343,"₹5,799","₹6,499",5/24/2023
1957,V-Guard VIC-15 2000-Watt Induction Cooktop (Black),appliances,All Appliances,https://m.media-amazon.com/images/I/81E2oeieE+L._AC_UL320_.jpg,https://www.amazon.in/Guard-VIC-15-2000-Watt-Induction-Cooktop/dp/B06X9T24XR/ref=sr_1_1958?qid=1679135705&s=appliances&sr=1-1958,4.1,"1,158","₹2,660","₹2,870",5/25/2023
1958,Honeywell Air Touch HCMF25M0012 Compound Filter with HEPA and Activated Carbon (Black),appliances,All Appliances,https://m.media-amazon.com/images/I/91atWaiXuyL._AC_UL320_.jpg,https://www.amazon.in/Honeywell-HCMF25M0012-Compound-Filter-Activated/dp/B076HP91MN/ref=sr_1_1959_mod_primary_new?qid=1679135705&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1959,4,"2,567","₹2,899","₹2,990",5/26/2023
1959,SMIPLEBOL - The Best Is Here Washing Machine Magic Filter (or) Dust Lint Bag (or) Waste Collector Net Compatible for LG,appliances,All Appliances,https://m.media-amazon.com/images/I/71hdtMGgjLL._AC_UL320_.jpg,https://www.amazon.in/SMIPLEBOL-Washing-Machine-Collector-Compatible/dp/B07VQ8N2PF/ref=sr_1_1960?qid=1679135705&s=appliances&sr=1-1960,4.4,135,₹225,₹525,5/27/2023
1960,"Pigeon by Stovekraft 1.5 Litre Stainless Steel Hot Electric Kettle (Silver, 12466)",appliances,All Appliances,https://m.media-amazon.com/images/I/713Jf1cFWDL._AC_UL320_.jpg,https://www.amazon.in/Pigeon-12466-1-5-Litre-Electric-Multicolor/dp/B01MSAR9DS/ref=sr_1_1961?qid=1679135705&s=appliances&sr=1-1961,4.1,"5,308",₹673,"₹1,195",5/28/2023
1961,RESVON Digital Kitchen Weighing Scale 0.1 gm to 10 kg Portable Weighting Machine for Home Electronic Food Weight Machine L...,appliances,All Appliances,https://m.media-amazon.com/images/I/61gKPOSXx7L._AC_UL320_.jpg,https://www.amazon.in/RESVON-Weighting-Electronic-Measuring-Multipurpose/dp/B0BRKPRQ53/ref=sr_1_1962?qid=1679135705&s=appliances&sr=1-1962,4.2,22,₹349,₹999,5/29/2023
1962,"DEEP 22 cm Cast Iron Manual puri press,Roti maker,Roti press machine,Chapati maker with Pre Fitted Handle made with stainl...",appliances,All Appliances,https://m.media-amazon.com/images/I/71D8sVkrjaL._AC_UL320_.jpg,https://www.amazon.in/DEEP-machine-Chapati-stainless-Deep-DELUXE-9/dp/B0BLSPD5GX/ref=sr_1_1963?qid=1679135705&s=appliances&sr=1-1963,3.1,46,"₹1,377","₹1,999",1/1/2023
1963,CLUBX 200 Watts Mini Electric Multifunction Food Meat Grinder Vegetable Fruit Mixer Blender Chopper Juicer (Multicolour),appliances,All Appliances,https://m.media-amazon.com/images/I/4161ghQNJYS._AC_UL320_.jpg,https://www.amazon.in/Electric-Multifunction-Grinder-Vegetable-Blender/dp/B094NSDKW7/ref=sr_1_1964?qid=1679135705&s=appliances&sr=1-1964,3.8,298,₹779,"₹1,599",1/2/2023
1964,WATER CLINIC Ultra Pure Di-Ionised Distilled Water for Battery/Inverter/Medical Equipment's/Chemicals and Cosmetic Formula...,appliances,All Appliances,https://m.media-amazon.com/images/I/41ku+MA5lpL._AC_UL320_.jpg,https://www.amazon.in/WATER-CLINIC-Distilled-Equipments-Formulations/dp/B09BQQY77T/ref=sr_1_1965?qid=1679135705&s=appliances&sr=1-1965,3.9,111,₹343,₹375,1/3/2023
1965,"Panasonic 1000 Watt Iron (Multicolour, 8 inches)",appliances,All Appliances,https://m.media-amazon.com/images/I/51QTkAdRxsL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-1000-Watt-Iron-NI-22AWT/dp/B00B6P8MX0/ref=sr_1_1966?qid=1679135705&s=appliances&sr=1-1966,4.3,893,"₹3,799","₹4,999",1/4/2023
1966,Kuber Industries Fridge Top Cover|Traditional Peacock Design & Cotton Material|6 Utility Side Pockets With Plain Border|Si...,appliances,All Appliances,https://m.media-amazon.com/images/I/71MOVuDehgL._AC_UL320_.jpg,https://www.amazon.in/Kuber-Industries-Cotton-Fridge-Cover/dp/B078KZ1CP2/ref=sr_1_1967_mod_primary_new?qid=1679135705&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1967,3.9,"1,638",₹299,₹598,1/5/2023
1967,"TEXUM TX-25 Portable high Pressure Car Washer Machine for Washing car, Bike, Vehicles, 135 Bar Max Pressure and 2.0 KW Mot...",appliances,All Appliances,https://m.media-amazon.com/images/I/81OsHStZctL._AC_UL320_.jpg,https://www.amazon.in/TEXUM-TX-25-Portable-Pressure-Vehicles/dp/B0BCVJSLGS/ref=sr_1_1968?qid=1679135705&s=appliances&sr=1-1968,4.1,27,"₹5,999","₹9,000",1/6/2023
1968,"Inalsa High Pressure Washer Professional PowerShot 2000W Powerful Motor with Self Priming| Pressure-140 Bar, Max Flow-420 ...",appliances,All Appliances,https://m.media-amazon.com/images/I/51306HCufIL._AC_UL320_.jpg,https://www.amazon.in/Inalsa-Professional-PowerShot-Pressure-140-Accessories/dp/B0B1DFK1TD/ref=sr_1_1969?qid=1679135707&s=appliances&sr=1-1969,4.1,392,"₹7,174","₹20,999",1/7/2023
1969,Cultbuzz 2000 Watt Electric Barbecue Grill Smokeless Portable Adjustable Temperature Control Indoor and Outdoor barbeque g...,appliances,All Appliances,https://m.media-amazon.com/images/I/81KwA772TGL._AC_UL320_.jpg,https://www.amazon.in/Cultbuzz-Smokeless-Adjustable-Temperature-Removable/dp/B0BH5CF8SD/ref=sr_1_1970?qid=1679135707&s=appliances&sr=1-1970,4.2,228,"₹1,598","₹3,999",1/8/2023
1970,Stylista Washing Machine Cover Compatible for Samsung 7.0 Kg Fully-Automatic Top Loading WA70N4420BS/TL Floral Grey,appliances,All Appliances,https://m.media-amazon.com/images/I/61uwKi47JUL._AC_UL320_.jpg,https://www.amazon.in/Stylista-Washing-Compatible-Fully-Automatic-WA70N4420BS/dp/B082VJG5NM/ref=sr_1_1971?qid=1679135707&s=appliances&sr=1-1971,4.1,360,₹499,₹899,1/9/2023
1971,V-Guard VX-400 170-270V Electronic Voltage Stabilizer for Upto 1.5 Ton AC with 3 Years Warranty,appliances,All Appliances,https://m.media-amazon.com/images/I/11hUzVhFBpL._AC_UL320_.jpg,https://www.amazon.in/V-Guard-170-270V-Electronic-Stabilizer-Warranty/dp/B0BSXLR713/ref=sr_1_1972?qid=1679135707&s=appliances&sr=1-1972,,,"₹1,690","₹2,750",1/10/2023
